Domain,Product_URL
nykaafashion.com,https://nykaafashion.com/designers/girls-on-film/c/14309
nykaafashion.com,https://nykaafashion.com/designers/local-love-club/c/18643
nykaafashion.com,https://nykaafashion.com/designers/vivetta/c/18153
nykaafashion.com,https://nykaafashion.com/home/decor/curtains/c/8688
nykaafashion.com,https://nykaafashion.com/designers/cami-nyc/c/12884
nykaafashion.com,https://nykaafashion.com/designers/london-pottery/c/13778
nykaafashion.com,https://nykaafashion.com/designers/kanika-sharma/c/4386
nykaafashion.com,https://nykaafashion.com/designers/cot-and-candy/c/59970
nykaafashion.com,https://nykaafashion.com/designers/burberry/c/12921
nykaafashion.com,https://nykaafashion.com/designers/mfd-home-furnishing/c/13040
nykaafashion.com,https://nykaafashion.com/designers/minsh/c/72885
nykaafashion.com,https://nykaafashion.com/designers/marjo-eyewear/c/16729
nykaafashion.com,https://nykaafashion.com/designers/liberty/c/16620
nykaafashion.com,https://nykaafashion.com/designers/phulkari-forever/c/71180
nykaafashion.com,https://nykaafashion.com/designers/yavi/c/54402
nykaafashion.com,https://nykaafashion.com/designers/renasci/c/59155
nykaafashion.com,https://nykaafashion.com/designers/bombay-high/c/64752
nykaafashion.com,https://nykaafashion.com/designers/kulakovsky/c/56477
nykaafashion.com,https://nykaafashion.com/designers/sweet-dreams/c/5042
nykaafashion.com,https://nykaafashion.com/designers/united-colors-of-benetton/c/7949
nykaafashion.com,https://nykaafashion.com/designers/tboj/c/68181
nykaafashion.com,https://nykaafashion.com/designers/xlarge/c/61378
nykaafashion.com,https://nykaafashion.com/mens/watches/smart-watches/c/6397
nykaafashion.com,https://nykaafashion.com/designers/jadeblue/c/14549
nykaafashion.com,https://nykaafashion.com/designers/diane-von-furstenberg/c/12896
nykaafashion.com,https://nykaafashion.com/designers/iris/c/12176
nykaafashion.com,https://nykaafashion.com/designers/paper-dolls/c/14311
nykaafashion.com,https://nykaafashion.com/kids/indianwear/ethnic-dresses/c/13398
nykaafashion.com,https://nykaafashion.com/designers/esprit/c/7134
nykaafashion.com,https://nykaafashion.com/designers/masabih/c/12143
